id,text,label,student_context,source,is_sample_only
custom_academic_stress_048,"During the semester, Personally, I am afraid I will fail even though I study every day. This has affected my attendance.",academic_stress,general,custom_seed_sample,True
custom_academic_stress_040,My sleep is getting worse because I keep thinking about grades. This has affected my attendance.,academic_stress,financial_pressure,custom_seed_sample,True
custom_urgent_human_review_048,"During the semester, Please contact me urgently because Personally, I feel at risk and not safe. This has affected my attendance.",urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_normal_162,"Honestly, The assignment deadline is reasonable and I understand the topic.",normal,sleep,custom_seed_sample,True
custom_urgent_human_review_092,I might hurt myself if I stay alone and I need urgent support. I am sharing this anonymously.,urgent_human_review,sleep,custom_seed_sample,True
custom_emotional_distress_137,"During the semester, Personally, I feel hopeless about the semester and nothing feels worth the effort.",emotional_distress,general,custom_seed_sample,True
custom_normal_160,I am doing okay this week and keeping up with classes.,normal,sleep,custom_seed_sample,True
custom_urgent_human_review_108,"This week, This is an emergency for me and I need human help immediately.",urgent_human_review,exam_week,custom_seed_sample,True
custom_academic_stress_055,"This week, My sleep is getting worse because I keep thinking about grades. I wrote this in the feedback form.",academic_stress,financial_pressure,custom_seed_sample,True
custom_academic_stress_022,My sleep is getting worse because I keep thinking about grades. I am sharing this anonymously....,academic_stress,advisor_feedback,custom_seed_sample,True
custom_normal_047,I attended the lecture today and the examples were clear.,normal,project_deadline,custom_seed_sample,True
custom_academic_stress_131,"During the semester, Personally, I cannot stop worrying about the final project deadline. I am sharing this anonymously.",academic_stress,general,custom_seed_sample,True
custom_academic_stress_066,"After class, My sleep is getting worse because I keep thinking about grades.!",academic_stress,sleep,custom_seed_sample,True
custom_academic_stress_144,"Today, I am exhausted from studying late every night for exams. Can someone guide me?",academic_stress,exam_week,custom_seed_sample,True
custom_urgent_human_review_057,"Honestly, I am scared of what I may do to myself and I need a person now.",urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_000,"Lately, I am scared of what I may do to myself and I need a person now.",urgent_human_review,general,custom_seed_sample,True
custom_urgent_human_review_176,I cannot promise I will be okay tonight without immediate help.,urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_academic_stress_156,"After class, I am exhausted from studying late every night for exams. I wrote this in the feedback form.!",academic_stress,advisor_feedback,custom_seed_sample,True
custom_academic_stress_080,"Honestly, I have two exams and three assignments this week and I feel overwhelmed. Can someone guide me?",academic_stress,general,custom_seed_sample,True
custom_normal_149,"Honestly, I attended the lecture today and the examples were clear.",normal,advisor_feedback,custom_seed_sample,True
custom_academic_stress_137,"Today, As a student, I am exhausted from studying late every night for exams. This has affected my attendance.",academic_stress,financial_pressure,custom_seed_sample,True
custom_normal_146,"After class, I am doing okay this week and keeping up with classes. This has affected my attendance.",normal,advisor_feedback,custom_seed_sample,True
custom_academic_stress_102,"During the semester, I cannot stop worrying about the final project deadline.",academic_stress,family_issue,custom_seed_sample,True
custom_academic_stress_112,"Honestly, I cannot stop worrying about the final project deadline. Can someone guide me?",academic_stress,sleep,custom_seed_sample,True
custom_urgent_human_review_014,"After class, Please contact me urgently because I feel really at risk and not safe. I wrote this in the feedback form.",urgent_human_review,sleep,custom_seed_sample,True
custom_emotional_distress_075,"Today, My mood has been low for weeks and my grades are dropping.",emotional_distress,sleep,custom_seed_sample,True
custom_normal_078,The course materials are organized and helpful. I wrote this in the feedback form.,normal,group_work,custom_seed_sample,True
custom_urgent_human_review_025,"During the semester, As a student, I feel really like I may lose control and I need urgent human review.",urgent_human_review,project_deadline,custom_seed_sample,True
custom_urgent_human_review_163,"After class, I feel really in danger from myself and need a counselor or trusted adult now. This has affected my attendance.",urgent_human_review,family_issue,custom_seed_sample,True
custom_normal_004,"This week, The quiz feedback helped me know what to improve. This has affected my attendance.",normal,sleep,custom_seed_sample,True
custom_emotional_distress_105,"During the semester, I am isolating myself and I do not want to talk to anyone. Can someone guide me?",emotional_distress,general,custom_seed_sample,True
custom_urgent_human_review_084,"Honestly, Personally, I might hurt myself if I stay alone and I need urgent support.",urgent_human_review,sleep,custom_seed_sample,True
custom_urgent_human_review_137,"This week, I am scared of what I may do to myself and I need a person now. I wrote this in the feedback form. Thank you.",urgent_human_review,project_deadline,custom_seed_sample,True
custom_academic_stress_164,"As a student, I need help planning my study time because everything feels urgent.",academic_stress,group_work,custom_seed_sample,True
custom_urgent_human_review_069,This is an emergency for me and I need human help immediately. Can someone guide me?,urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_normal_067,"After class, The lab instructions were easy to follow and I finished on time. This has affected my attendance.",normal,sleep,custom_seed_sample,True
custom_urgent_human_review_066,"Honestly, I need emergency support because I am afraid I may harm myself. I am sharing this anonymously.",urgent_human_review,project_deadline,custom_seed_sample,True
custom_academic_stress_028,"This week, As a student, I am afraid I will fail even though I study every day. Can someone guide me? Please.",academic_stress,advisor_feedback,custom_seed_sample,True
custom_normal_006,"Lately, The lab instructions were easy to follow and As a student, I finished on time. I am sharing this anonymously.",normal,group_work,custom_seed_sample,True
custom_urgent_human_review_151,"During the semester, As a student, I feel extremely in danger from myself and need a counselor or trusted adult now. Thank you.",urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_normal_123,"After class, My schedule feels balanced and As a student, I can manage my work. I wrote this in the feedback form.",normal,family_issue,custom_seed_sample,True
custom_academic_stress_073,"After class, I cannot stop worrying about the final project deadline.",academic_stress,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_033,"Today, Please contact me urgently because I feel extremely at risk and not safe. Thank you.",urgent_human_review,project_deadline,custom_seed_sample,True
custom_academic_stress_155,"This week, My sleep is getting worse because I keep thinking about grades.!",academic_stress,general,custom_seed_sample,True
custom_academic_stress_065,"Lately, My sleep is getting worse because I keep thinking about grades.",academic_stress,advisor_feedback,custom_seed_sample,True
custom_academic_stress_021,"After class, I cannot stop worrying about the final project deadline. Thank you.",academic_stress,exam_week,custom_seed_sample,True
custom_academic_stress_037,"During the semester, I feel extremely nervous before every lab evaluation and my heart races.",academic_stress,general,custom_seed_sample,True
custom_normal_017,"The assignment deadline is reasonable and As a student, I understand the topic. I hope the university can support students.",normal,financial_pressure,custom_seed_sample,True
custom_academic_stress_078,"This week, I need help planning my study time because everything feels urgent. This has affected my attendance. Please.",academic_stress,exam_week,custom_seed_sample,True
custom_academic_stress_060,"Honestly, I have two exams and three assignments this week and I feel extremely overwhelmed.",academic_stress,family_issue,custom_seed_sample,True
custom_emotional_distress_087,"During the semester, I keep crying at night and I feel emotionally drained.",emotional_distress,exam_week,custom_seed_sample,True
custom_academic_stress_178,"This week, The workload is too much and I do not know where to start. I am sharing this anonymously.",academic_stress,sleep,custom_seed_sample,True
custom_emotional_distress_066,"Today, My mood has been low for weeks and my grades are dropping.",emotional_distress,group_work,custom_seed_sample,True
custom_emotional_distress_036,"Lately, I do not enjoy activities that used to make me happy. Can someone guide me?",emotional_distress,exam_week,custom_seed_sample,True
custom_emotional_distress_016,"Lately, I am isolating myself and I do not want to talk to anyone. Can someone guide me?",emotional_distress,financial_pressure,custom_seed_sample,True
custom_urgent_human_review_095,"Honestly, I feel kind of in danger from myself and need a counselor or trusted adult now. Please.",urgent_human_review,general,custom_seed_sample,True
custom_emotional_distress_003,"During the semester, As a student, I feel hopeless about the semester and nothing feels worth the effort.",emotional_distress,group_work,custom_seed_sample,True
custom_normal_167,"Lately, I had a good study session with my group today.",normal,general,custom_seed_sample,True
custom_academic_stress_101,"Today, I am afraid I will fail even though I study every day. I hope the university can support students.",academic_stress,exam_week,custom_seed_sample,True
custom_normal_126,"Today, I am doing okay this week and keeping up with classes. I hope the university can support students.",normal,group_work,custom_seed_sample,True
custom_academic_stress_039,"During the semester, My sleep is getting worse because I keep thinking about grades. I hope the university can support students.",academic_stress,family_issue,custom_seed_sample,True
custom_emotional_distress_150,"Today, I feel empty and tired all the time even after resting. Can someone guide me?",emotional_distress,group_work,custom_seed_sample,True
custom_normal_142,I attended the lecture today and the examples were clear. Thank you.,normal,project_deadline,custom_seed_sample,True
custom_academic_stress_056,"This week, I need help planning my study time because everything feels urgent. I wrote this in the feedback form.",academic_stress,group_work,custom_seed_sample,True
custom_urgent_human_review_021,"Lately, Please contact me urgently because I feel extremely at risk and not safe.",urgent_human_review,financial_pressure,custom_seed_sample,True
custom_academic_stress_142,"This week, Group work is stressful because I am carrying most of the tasks. Can someone guide me?",academic_stress,financial_pressure,custom_seed_sample,True
custom_academic_stress_070,"Honestly, I am exhausted from studying late every night for exams. I am sharing this anonymously.",academic_stress,exam_week,custom_seed_sample,True
custom_emotional_distress_054,"This week, I am isolating myself and I do not want to talk to anyone.",emotional_distress,general,custom_seed_sample,True
custom_emotional_distress_052,"Lately, I am isolating myself and I do not want to talk to anyone.",emotional_distress,exam_week,custom_seed_sample,True
custom_normal_044,"Today, I had a good study session with my group today.",normal,advisor_feedback,custom_seed_sample,True
custom_academic_stress_159,I have two exams and three assignments this week and I feel overwhelmed.,academic_stress,exam_week,custom_seed_sample,True
custom_urgent_human_review_060,"Personally, I am scared of what I may do to myself and I need a person now. Thank you.",urgent_human_review,family_issue,custom_seed_sample,True
custom_emotional_distress_056,"This week, Even simple tasks feel heavy and As a student, I cannot focus in lectures.",emotional_distress,exam_week,custom_seed_sample,True
custom_academic_stress_173,"During the semester, I am exhausted from studying late every night for exams. I am sharing this anonymously.",academic_stress,project_deadline,custom_seed_sample,True
custom_normal_151,"After class, My schedule feels balanced and I can manage my work.",normal,sleep,custom_seed_sample,True
custom_emotional_distress_044,"Lately, I need someone to check on me because I feel very very alone.",emotional_distress,project_deadline,custom_seed_sample,True
custom_normal_175,"As a student, I enjoyed the practical task and learned a new skill.",normal,family_issue,custom_seed_sample,True
custom_emotional_distress_139,"During the semester, I need someone to check on me because I feel extremely very alone. I wrote this in the feedback form.",emotional_distress,exam_week,custom_seed_sample,True
custom_academic_stress_162,"After class, Personally, I keep postponing tasks and then panic when the deadline is near.",academic_stress,advisor_feedback,custom_seed_sample,True
custom_emotional_distress_000,I feel extremely like I am disappointing everyone and I cannot handle it.,emotional_distress,financial_pressure,custom_seed_sample,True
custom_emotional_distress_160,"This week, I keep crying at night and I feel extremely emotionally drained. Can someone guide me?",emotional_distress,project_deadline,custom_seed_sample,True
custom_academic_stress_158,"Honestly, The workload is too much and I do not know where to start. Can someone guide me?",academic_stress,exam_week,custom_seed_sample,True
custom_emotional_distress_029,"This week, I do not enjoy activities that used to make me happy. Can someone guide me?",emotional_distress,sleep,custom_seed_sample,True
custom_urgent_human_review_152,"Honestly, I am scared of what I may do to myself and I need a person now.",urgent_human_review,project_deadline,custom_seed_sample,True
custom_normal_030,"This week, I attended the lecture today and the examples were clear. I hope the university can support students.!",normal,family_issue,custom_seed_sample,True
custom_academic_stress_111,"This week, I am exhausted from studying late every night for exams.",academic_stress,general,custom_seed_sample,True
custom_emotional_distress_171,"Lately, I am isolating myself and I do not want to talk to anyone. Thank you.",emotional_distress,general,custom_seed_sample,True
custom_normal_065,"Today, The quiz feedback helped me know what to improve. This has affected my attendance.",normal,financial_pressure,custom_seed_sample,True
custom_emotional_distress_070,"During the semester, I do not enjoy activities that used to make me happy. I am sharing this anonymously.",emotional_distress,financial_pressure,custom_seed_sample,True
custom_emotional_distress_124,"Lately, I feel like I am disappointing everyone and I cannot handle it. I am sharing this anonymously.",emotional_distress,sleep,custom_seed_sample,True
custom_emotional_distress_121,"Honestly, I feel like I am disappointing everyone and I cannot handle it....",emotional_distress,exam_week,custom_seed_sample,True
custom_academic_stress_003,"During the semester, I am exhausted from studying late every night for exams.",academic_stress,financial_pressure,custom_seed_sample,True
custom_emotional_distress_018,I am isolating myself and I do not want to talk to anyone. Please.,emotional_distress,project_deadline,custom_seed_sample,True
custom_academic_stress_054,"Lately, I feel nervous before every lab evaluation and my heart races. I hope the university can support students.",academic_stress,exam_week,custom_seed_sample,True
custom_urgent_human_review_123,"After class, As a student, I am not safe being alone and I need someone to reach out now.",urgent_human_review,general,custom_seed_sample,True
custom_academic_stress_011,"During the semester, I keep postponing tasks and then panic when the deadline is near. I am sharing this anonymously.!",academic_stress,sleep,custom_seed_sample,True
custom_academic_stress_018,"After class, I cannot stop worrying about the final project deadline. This has affected my attendance.",academic_stress,sleep,custom_seed_sample,True
custom_emotional_distress_072,"After class, Even simple tasks feel heavy and I cannot focus in lectures. This has affected my attendance.",emotional_distress,general,custom_seed_sample,True
custom_urgent_human_review_116,"This week, This is an emergency for me and I need human help immediately. Can someone guide me?",urgent_human_review,financial_pressure,custom_seed_sample,True
custom_urgent_human_review_038,"Lately, I feel very in danger from myself and need a counselor or trusted adult now.",urgent_human_review,exam_week,custom_seed_sample,True
custom_normal_110,"After class, The assignment deadline is reasonable and Personally, I understand the topic. This has affected my attendance.",normal,general,custom_seed_sample,True
custom_urgent_human_review_056,"During the semester, I feel extremely like I may lose control and I need urgent human review. Thank you.",urgent_human_review,sleep,custom_seed_sample,True
custom_urgent_human_review_132,"After class, This is an emergency for me and I need human help immediately.",urgent_human_review,sleep,custom_seed_sample,True
custom_emotional_distress_008,My mood has been low for weeks and my grades are dropping.,emotional_distress,general,custom_seed_sample,True
custom_academic_stress_171,"Honestly, I am afraid I will fail even though I study every day. I hope the university can support students.",academic_stress,project_deadline,custom_seed_sample,True
custom_academic_stress_119,I am exhausted from studying late every night for exams. Thank you.,academic_stress,general,custom_seed_sample,True
custom_academic_stress_061,"During the semester, Personally, I feel nervous before every lab evaluation and my heart races. I hope the university can support students.",academic_stress,family_issue,custom_seed_sample,True
custom_emotional_distress_158,I do not enjoy activities that used to make me happy. This has affected my attendance....,emotional_distress,sleep,custom_seed_sample,True
custom_emotional_distress_025,"Today, I am isolating myself and I do not want to talk to anyone.",emotional_distress,general,custom_seed_sample,True
custom_emotional_distress_080,"Honestly, My mood has been low for weeks and my grades are dropping.",emotional_distress,financial_pressure,custom_seed_sample,True
custom_normal_102,"Lately, I enjoyed the practical task and learned a new skill. Can someone guide me?",normal,advisor_feedback,custom_seed_sample,True
custom_academic_stress_031,"After class, I need help planning my study time because everything feels urgent. Can someone guide me?",academic_stress,financial_pressure,custom_seed_sample,True
custom_emotional_distress_164,"Lately, As a student, I am isolating myself and I do not want to talk to anyone.!",emotional_distress,financial_pressure,custom_seed_sample,True
custom_normal_050,"Lately, The course materials are organized and helpful. I am sharing this anonymously.",normal,project_deadline,custom_seed_sample,True
custom_normal_116,"During the semester, The lab instructions were easy to follow and I finished on time.",normal,exam_week,custom_seed_sample,True
custom_urgent_human_review_078,"During the semester, This is an emergency for me and I need human help immediately. Can someone guide me?",urgent_human_review,general,custom_seed_sample,True
custom_urgent_human_review_023,"Today, Please contact me urgently because I feel at risk and not safe. Thank you.",urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_normal_117,"Honestly, I attended the lecture today and the examples were clear.",normal,general,custom_seed_sample,True
custom_emotional_distress_010,"This week, As a student, I am isolating myself and I do not want to talk to anyone.",emotional_distress,general,custom_seed_sample,True
custom_normal_101,The quiz feedback helped me know what to improve. I wrote this in the feedback form.,normal,exam_week,custom_seed_sample,True
custom_urgent_human_review_100,"During the semester, This is an emergency for me and I need human help immediately. I hope the university can support students.",urgent_human_review,project_deadline,custom_seed_sample,True
custom_emotional_distress_116,Even simple tasks feel heavy and I cannot focus in lectures. I hope the university can support students.,emotional_distress,general,custom_seed_sample,True
custom_urgent_human_review_016,"Honestly, I am not safe being alone and I need someone to reach out now.",urgent_human_review,group_work,custom_seed_sample,True
custom_emotional_distress_162,"This week, My mood has been low for weeks and my grades are dropping. Can someone guide me?",emotional_distress,financial_pressure,custom_seed_sample,True
custom_academic_stress_047,"Honestly, I am exhausted from studying late every night for exams.!",academic_stress,financial_pressure,custom_seed_sample,True
custom_emotional_distress_034,"After class, Personally, I feel kind of sad most days and I have lost interest in studying.",emotional_distress,family_issue,custom_seed_sample,True
custom_urgent_human_review_001,I might hurt myself if I stay alone and I need urgent support. I wrote this in the feedback form.,urgent_human_review,general,custom_seed_sample,True
custom_normal_059,"This week, The quiz feedback helped me know what to improve.",normal,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_145,"Today, I cannot promise I will be okay tonight without immediate help.",urgent_human_review,group_work,custom_seed_sample,True
custom_emotional_distress_152,"This week, My mood has been low for weeks and my grades are dropping. I am sharing this anonymously.",emotional_distress,financial_pressure,custom_seed_sample,True
custom_normal_014,"Honestly, The lab instructions were easy to follow and I finished on time. This has affected my attendance.",normal,project_deadline,custom_seed_sample,True
custom_emotional_distress_078,"This week, I feel very hopeless about the semester and nothing feels worth the effort. I am sharing this anonymously.",emotional_distress,financial_pressure,custom_seed_sample,True
custom_emotional_distress_012,"Lately, My mood has been low for weeks and my grades are dropping.",emotional_distress,group_work,custom_seed_sample,True
custom_academic_stress_095,"The workload is too much and As a student, I do not know where to start. Can someone guide me?",academic_stress,family_issue,custom_seed_sample,True
custom_normal_026,"During the semester, The quiz feedback helped me know what to improve.",normal,project_deadline,custom_seed_sample,True
custom_urgent_human_review_175,"Lately, I cannot promise I will be okay tonight without immediate help. I hope the university can support students.",urgent_human_review,group_work,custom_seed_sample,True
custom_emotional_distress_009,"Lately, I do not enjoy activities that used to make me happy.",emotional_distress,general,custom_seed_sample,True
custom_academic_stress_052,"Lately, Group work is stressful because I am carrying most of the tasks. I am sharing this anonymously.",academic_stress,family_issue,custom_seed_sample,True
custom_emotional_distress_128,"This week, Even simple tasks feel extremely heavy and I cannot focus in lectures.",emotional_distress,financial_pressure,custom_seed_sample,True
custom_emotional_distress_102,"During the semester, Personally, I feel like I am disappointing everyone and I cannot handle it.",emotional_distress,project_deadline,custom_seed_sample,True
custom_normal_128,"Lately, The lab instructions were easy to follow and I finished on time.",normal,general,custom_seed_sample,True
custom_urgent_human_review_105,"Today, I feel really in danger from myself and need a counselor or trusted adult now.!",urgent_human_review,group_work,custom_seed_sample,True
custom_normal_107,"Honestly, The lab instructions were easy to follow and I finished on time.",normal,group_work,custom_seed_sample,True
custom_emotional_distress_120,"This week, Even simple tasks feel heavy and I cannot focus in lectures. I am sharing this anonymously.",emotional_distress,general,custom_seed_sample,True
custom_academic_stress_006,"Today, My sleep is getting worse because Personally, I keep thinking about grades. This has affected my attendance.",academic_stress,exam_week,custom_seed_sample,True
custom_academic_stress_150,"Honestly, The workload is too much and I do not know where to start.",academic_stress,sleep,custom_seed_sample,True
custom_emotional_distress_019,"Lately, I feel extremely sad most days and I have lost interest in studying. I hope the university can support students.",emotional_distress,general,custom_seed_sample,True
custom_normal_022,"Today, I enjoyed the practical task and learned a new skill. This has affected my attendance.",normal,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_142,"Lately, As a student, I feel very in danger from myself and need a counselor or trusted adult now.",urgent_human_review,family_issue,custom_seed_sample,True
custom_normal_081,"Honestly, The lab instructions were easy to follow and I finished on time. I am sharing this anonymously.",normal,sleep,custom_seed_sample,True
custom_normal_090,"During the semester, I had a good study session with my group today.",normal,project_deadline,custom_seed_sample,True
custom_emotional_distress_131,"This week, I feel really empty and tired all the time even after resting.",emotional_distress,group_work,custom_seed_sample,True
custom_academic_stress_062,I feel nervous before every lab evaluation and my heart races. Thank you.,academic_stress,sleep,custom_seed_sample,True
custom_emotional_distress_114,"After class, My mood has been low for weeks and my grades are dropping.!",emotional_distress,general,custom_seed_sample,True
custom_normal_076,"After class, I feel kind of motivated after the review session this week. I am sharing this anonymously.",normal,group_work,custom_seed_sample,True
custom_emotional_distress_168,"After class, I need someone to check on me because I feel very alone. Can someone guide me?",emotional_distress,project_deadline,custom_seed_sample,True
custom_urgent_human_review_150,"Today, I am not safe being alone and I need someone to reach out now.",urgent_human_review,financial_pressure,custom_seed_sample,True
custom_normal_027,"Today, The assignment deadline is reasonable and I understand the topic. This has affected my attendance.",normal,exam_week,custom_seed_sample,True
custom_normal_141,"During the semester, The quiz feedback helped me know what to improve. Personally, I hope the university can support students. Please.",normal,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_118,"After class, As a student, I cannot promise I will be okay tonight without immediate help. Can someone guide me? Thank you.",urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_043,"During the semester, As a student, I feel like I may lose control and I need urgent human review. Can someone guide me? Thank you.",urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_144,"Today, I am scared of what I may do to myself and I need a person now. Please.",urgent_human_review,sleep,custom_seed_sample,True
custom_academic_stress_057,"Lately, Group work is stressful because As a student, I am carrying most of the tasks. Can someone guide me?",academic_stress,family_issue,custom_seed_sample,True
custom_urgent_human_review_169,"This week, I might hurt myself if I stay alone and I need urgent support. I am sharing this anonymously.",urgent_human_review,group_work,custom_seed_sample,True
custom_urgent_human_review_093,"During the semester, I am not safe being alone and I need someone to reach out now.",urgent_human_review,exam_week,custom_seed_sample,True
custom_urgent_human_review_141,"After class, This is an emergency for me and I need human help immediately.",urgent_human_review,project_deadline,custom_seed_sample,True
custom_academic_stress_005,"Lately, I have two exams and three assignments this week and I feel overwhelmed. Can someone guide me?!",academic_stress,sleep,custom_seed_sample,True
custom_academic_stress_136,"During the semester, Personally, I have two exams and three assignments this week and I feel overwhelmed.",academic_stress,financial_pressure,custom_seed_sample,True
custom_normal_048,"Lately, My schedule feels balanced and Personally, I can manage my work. I wrote this in the feedback form.",normal,exam_week,custom_seed_sample,True
custom_urgent_human_review_075,I cannot promise I will be okay tonight without immediate help.,urgent_human_review,advisor_feedback,custom_seed_sample,True
custom_normal_060,"After class, I feel really motivated after the review session this week.",normal,advisor_feedback,custom_seed_sample,True
custom_normal_098,My schedule feels balanced and I can manage my work.,normal,financial_pressure,custom_seed_sample,True
custom_normal_120,"After class, I had a good study session with my group today.",normal,general,custom_seed_sample,True
custom_academic_stress_105,"This week, I have two exams and three assignments this week and I feel overwhelmed.",academic_stress,project_deadline,custom_seed_sample,True
custom_normal_002,"Lately, The assignment deadline is reasonable and I understand the topic.",normal,sleep,custom_seed_sample,True
custom_academic_stress_034,"After class, My sleep is getting worse because I keep thinking about grades. I hope the university can support students.",academic_stress,financial_pressure,custom_seed_sample,True
custom_normal_178,"Lately, My schedule feels balanced and I can manage my work. Can someone guide me?",normal,financial_pressure,custom_seed_sample,True
custom_normal_154,"Today, I attended the lecture today and the examples were clear. I hope the university can support students.",normal,advisor_feedback,custom_seed_sample,True
custom_academic_stress_141,"Lately, Group work is stressful because I am carrying most of the tasks.",academic_stress,group_work,custom_seed_sample,True
custom_emotional_distress_071,"During the semester, I feel like I am disappointing everyone and I cannot handle it.",emotional_distress,sleep,custom_seed_sample,True
custom_urgent_human_review_063,Please contact me urgently because I feel at risk and not safe. I am sharing this anonymously.,urgent_human_review,group_work,custom_seed_sample,True
custom_academic_stress_075,"After class, As a student, I feel nervous before every lab evaluation and my heart races.",academic_stress,sleep,custom_seed_sample,True
custom_urgent_human_review_126,"After class, I am not safe being alone and I need someone to reach out now.",urgent_human_review,sleep,custom_seed_sample,True
custom_urgent_human_review_022,"After class, I need emergency support because I am afraid I may harm myself.",urgent_human_review,general,custom_seed_sample,True
custom_academic_stress_125,"Honestly, I need help planning my study time because everything feels urgent. This has affected my attendance.",academic_stress,advisor_feedback,custom_seed_sample,True
custom_emotional_distress_155,"Honestly, Even simple tasks feel heavy and I cannot focus in lectures. I hope the university can support students.",emotional_distress,project_deadline,custom_seed_sample,True
custom_emotional_distress_144,"This week, Personally, I feel sad most days and I have lost interest in studying.",emotional_distress,project_deadline,custom_seed_sample,True
custom_emotional_distress_156,"Honestly, I feel kind of empty and tired all the time even after resting. I am sharing this anonymously.",emotional_distress,financial_pressure,custom_seed_sample,True
custom_normal_089,"During the semester, Personally, I enjoyed the practical task and learned a new skill. I hope the university can support students.",normal,advisor_feedback,custom_seed_sample,True
custom_urgent_human_review_102,"Honestly, This is an emergency for me and I need human help immediately. I am sharing this anonymously.",urgent_human_review,project_deadline,custom_seed_sample,True
custom_academic_stress_030,"Lately, As a student, I am exhausted from studying late every night for exams.",academic_stress,advisor_feedback,custom_seed_sample,True
custom_academic_stress_050,"Honestly, Group work is stressful because I am carrying most of the tasks.",academic_stress,exam_week,custom_seed_sample,True
custom_academic_stress_087,"This week, Group work is stressful because I am carrying most of the tasks.",academic_stress,family_issue,custom_seed_sample,True
custom_normal_138,"Honestly, The assignment deadline is reasonable and I understand the topic.",normal,financial_pressure,custom_seed_sample,True
custom_academic_stress_147,The workload is too much and I do not know where to start. I hope the university can support students.,academic_stress,advisor_feedback,custom_seed_sample,True
custom_emotional_distress_159,"Lately, Personally, I feel empty and tired all the time even after resting.",emotional_distress,group_work,custom_seed_sample,True
custom_urgent_human_review_136,"Today, I might hurt myself if I stay alone and I need urgent support.",urgent_human_review,general,custom_seed_sample,True
custom_emotional_distress_175,"After class, Personally, I feel hopeless about the semester and nothing feels worth the effort.",emotional_distress,group_work,custom_seed_sample,True
custom_academic_stress_174,"The workload is too much and As a student, I do not know where to start. Can someone guide me?",academic_stress,project_deadline,custom_seed_sample,True
custom_academic_stress_063,I need help planning my study time because everything feels urgent.,academic_stress,advisor_feedback,custom_seed_sample,True
custom_emotional_distress_035,"As a student, I need someone to check on me because I feel very alone.",emotional_distress,project_deadline,custom_seed_sample,True
custom_emotional_distress_084,"During the semester, I am isolating myself and I do not want to talk to anyone. I wrote this in the feedback form.",emotional_distress,financial_pressure,custom_seed_sample,True
custom_urgent_human_review_036,"Lately, I am not safe being alone and I need someone to reach out now.",urgent_human_review,financial_pressure,custom_seed_sample,True
custom_academic_stress_175,"After class, The workload is too much and I do not know where to start. Can someone guide me?!",academic_stress,group_work,custom_seed_sample,True
custom_academic_stress_033,"After class, I am afraid I will fail even though I study every day. I hope the university can support students.",academic_stress,group_work,custom_seed_sample,True
custom_normal_145,"After class, I enjoyed the practical task and learned a new skill.",normal,general,custom_seed_sample,True
custom_urgent_human_review_089,"This week, Please contact me urgently because I feel at risk and not safe. I wrote this in the feedback form.",urgent_human_review,exam_week,custom_seed_sample,True
custom_academic_stress_153,"During the semester, My sleep is getting worse because I keep thinking about grades.",academic_stress,financial_pressure,custom_seed_sample,True
custom_emotional_distress_001,"This week, I feel sad most days and I have lost interest in studying.",emotional_distress,family_issue,custom_seed_sample,True
custom_normal_045,"Honestly, The course materials are organized and helpful.",normal,sleep,custom_seed_sample,True
custom_normal_091,"After class, The assignment deadline is reasonable and I understand the topic. I am sharing this anonymously.",normal,general,custom_seed_sample,True
custom_emotional_distress_074,"This week, I do not enjoy activities that used to make me happy. Can someone guide me?",emotional_distress,project_deadline,custom_seed_sample,True
custom_urgent_human_review_032,"Today, This is an emergency for me and I need human help immediately.",urgent_human_review,project_deadline,custom_seed_sample,True
custom_normal_041,"Today, The course materials are organized and helpful.",normal,general,custom_seed_sample,True
custom_academic_stress_069,"During the semester, Personally, I am afraid I will fail even though I study every day. I am sharing this anonymously.",academic_stress,general,custom_seed_sample,True
custom_urgent_human_review_124,"During the semester, Personally, I might hurt myself if I stay alone and I need urgent support. I hope the university can support students.",urgent_human_review,sleep,custom_seed_sample,True
custom_normal_080,"Lately, I am doing okay this week and keeping up with classes.",normal,exam_week,custom_seed_sample,True
custom_emotional_distress_176,"Lately, I feel like I am disappointing everyone and I cannot handle it.",emotional_distress,family_issue,custom_seed_sample,True
custom_academic_stress_012,"After class, I feel kind of nervous before every lab evaluation and my heart races.",academic_stress,exam_week,custom_seed_sample,True
custom_academic_stress_133,"Honestly, I need help planning my study time because everything feels urgent. I am sharing this anonymously.",academic_stress,exam_week,custom_seed_sample,True
custom_emotional_distress_148,"Honestly, I do not enjoy activities that used to make me happy. I am sharing this anonymously.",emotional_distress,sleep,custom_seed_sample,True
custom_emotional_distress_073,"This week, Personally, I feel sad most days and I have lost interest in studying.",emotional_distress,advisor_feedback,custom_seed_sample,True
